2014-10-02 00:00:00+01:00,234.143
2014-10-02 00:00:10+01:00,233.408
2014-10-02 00:00:20+01:00,233.726
2014-10-02 00:00:30+01:00,233.68
2014-10-02 00:00:40+01:00,233.261
2014-10-02 00:00:50+01:00,233.689
2014-10-02 00:01:00+01:00,233.278
2014-10-02 00:01:10+01:00,232.687
2014-10-02 00:01:20+01:00,232.79001
2014-10-02 00:01:30+01:00,232.544
2014-10-02 00:01:40+01:00,232.97
2014-10-02 00:01:50+01:00,233.461
2014-10-02 00:02:00+01:00,233.01399
2014-10-02 00:02:10+01:00,232.837
2014-10-02 00:02:20+01:00,232.639
2014-10-02 00:02:30+01:00,232.81801
2014-10-02 00:02:40+01:00,233.175
2014-10-02 00:02:50+01:00,233.385
2014-10-02 00:03:00+01:00,233.532
2014-10-02 00:03:10+01:00,234.035
2014-10-02 00:03:20+01:00,233.814
2014-10-02 00:03:30+01:00,234.141
2014-10-02 00:03:40+01:00,233.987
2014-10-02 00:03:50+01:00,231.563
2014-10-02 00:04:00+01:00,231.142
2014-10-02 00:04:10+01:00,231.176
2014-10-02 00:04:20+01:00,231.475
2014-10-02 00:04:30+01:00,231.83499
2014-10-02 00:04:40+01:00,231.336
2014-10-02 00:04:50+01:00,231.423
2014-10-02 00:05:00+01:00,231.47699
2014-10-02 00:05:10+01:00,231.705
2014-10-02 00:05:20+01:00,231.784
2014-10-02 00:05:30+01:00,231.194
2014-10-02 00:05:40+01:00,230.182
2014-10-02 00:05:50+01:00,230.338
2014-10-02 00:06:00+01:00,230.226
2014-10-02 00:06:10+01:00,230.764
2014-10-02 00:06:20+01:00,229.912
2014-10-02 00:06:30+01:00,229.705
2014-10-02 00:06:40+01:00,230.12
2014-10-02 00:06:50+01:00,229.546
2014-10-02 00:07:00+01:00,229.587
2014-10-02 00:07:10+01:00,229.1
2014-10-02 00:07:20+01:00,229.101
2014-10-02 00:07:30+01:00,229.403
2014-10-02 00:07:40+01:00,229.51
2014-10-02 00:07:50+01:00,229.315
2014-10-02 00:08:00+01:00,229.313
2014-10-02 00:08:10+01:00,229.317
2014-10-02 00:08:20+01:00,229.429
2014-10-02 00:08:30+01:00,228.85901
2014-10-02 00:08:40+01:00,229.038
2014-10-02 00:08:50+01:00,228.586
2014-10-02 00:09:00+01:00,227.969
2014-10-02 00:09:10+01:00,228.624
2014-10-02 00:09:20+01:00,228.465
2014-10-02 00:09:30+01:00,228.473
2014-10-02 00:09:40+01:00,229.93001
2014-10-02 00:09:50+01:00,230.866
2014-10-02 00:10:00+01:00,229.81
2014-10-02 00:10:10+01:00,229.741
2014-10-02 00:10:20+01:00,230.08
2014-10-02 00:10:30+01:00,230.36
2014-10-02 00:10:40+01:00,229.494
2014-10-02 00:10:50+01:00,230.119
2014-10-02 00:11:00+01:00,230.31
2014-10-02 00:11:10+01:00,229.91501
