2014-10-01 00:00:00+01:00,631.39197
2014-10-01 00:00:10+01:00,634.211
2014-10-01 00:00:20+01:00,631.527
2014-10-01 00:00:30+01:00,637.172
2014-10-01 00:00:40+01:00,634.783
2014-10-01 00:00:50+01:00,628.377
2014-10-01 00:01:00+01:00,626.046
2014-10-01 00:01:10+01:00,612.832
2014-10-01 00:01:20+01:00,621.357
2014-10-01 00:01:30+01:00,621.169
2014-10-01 00:01:40+01:00,624.503
2014-10-01 00:01:50+01:00,642.963
2014-10-01 00:02:00+01:00,861.806
2014-10-01 00:02:10+01:00,763.417
2014-10-01 00:02:20+01:00,767.07
2014-10-01 00:02:30+01:00,764.51697
2014-10-01 00:02:40+01:00,758.896
2014-10-01 00:02:50+01:00,735.683
2014-10-01 00:03:00+01:00,759.161
2014-10-01 00:03:10+01:00,768.556
2014-10-01 00:03:20+01:00,765.625
2014-10-01 00:03:30+01:00,749.616
2014-10-01 00:03:40+01:00,746.367
2014-10-01 00:03:50+01:00,745.908
2014-10-01 00:04:00+01:00,739.018
2014-10-01 00:04:10+01:00,741.598
2014-10-01 00:04:20+01:00,741.623
2014-10-01 00:04:30+01:00,723.24097
2014-10-01 00:04:40+01:00,722.635
2014-10-01 00:04:50+01:00,723.75
2014-10-01 00:05:00+01:00,728.278
2014-10-01 00:05:10+01:00,733.502
2014-10-01 00:05:20+01:00,711.042
2014-10-01 00:05:30+01:00,741.878
2014-10-01 00:05:40+01:00,736.139
2014-10-01 00:05:50+01:00,739.711
2014-10-01 00:06:00+01:00,731.086
2014-10-01 00:06:10+01:00,710.839
2014-10-01 00:06:20+01:00,716.438
2014-10-01 00:06:30+01:00,722.0
2014-10-01 00:06:40+01:00,721.70703
2014-10-01 00:06:50+01:00,725.811
2014-10-01 00:07:00+01:00,746.183
2014-10-01 00:07:10+01:00,744.445
2014-10-01 00:07:20+01:00,743.795
2014-10-01 00:07:30+01:00,745.544
2014-10-01 00:07:40+01:00,729.19403
2014-10-01 00:07:50+01:00,732.559
2014-10-01 00:08:00+01:00,732.28503
2014-10-01 00:08:10+01:00,735.016
2014-10-01 00:08:20+01:00,727.083
2014-10-01 00:08:30+01:00,728.674
2014-10-01 00:08:40+01:00,724.426
2014-10-01 00:08:50+01:00,721.991
2014-10-01 00:09:00+01:00,723.24
2014-10-01 00:09:10+01:00,731.027
2014-10-01 00:09:20+01:00,732.221
2014-10-01 00:09:30+01:00,730.18604
2014-10-01 00:09:40+01:00,731.833
2014-10-01 00:09:50+01:00,733.519
2014-10-01 00:10:00+01:00,729.858
